Market,Data Request Type,Eligible for Combined Bill,Wireless Account Type,Wireless BAN Status,Plan Type,No. of Subscribers,Liability Type,Upgrade Eligibility,Discount,Pre-registered,U-verse Account Type,U-verse Products,No. Voip Lines,Promotions,DTV Plan Name
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,"Double Play (HSIA, Voip)",2,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Business,"Double Play (IPTV, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Business,"Double Play (IPTV, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Business,"Double Play (HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",2,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,Premier Package
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,4,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,"Double Play (HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (IPTV, HSIA)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,DirecTV account with  on AutoPay applied and no manual scheduled payment
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Double Play (HSIA, Voip)",0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,3,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Double Play (HSIA, Voip)",1,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,IRU,,,No,,"Double Play (HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Business,"Double Play (HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,7,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,6,IRU,,,No,Business,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,B2C,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,5,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,No,Residential,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,6,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,IRU,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,6,IRU,,,Yes,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,6,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,IRU,,,Yes,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,IRU,,,Yes,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,3,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,6,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,3,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,IRU,,,Yes,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,4,IRU,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,5,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,5,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,3,,,,No,Residential,"Double Play (IPTV, HSIA)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,5,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,IPTV,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,3,,,,No,Residential,"Double Play (IPTV, HSIA)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,2,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,5,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,Residential,IPTV,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",1,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,IRU,,,No,Residential,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,9,IRU,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,5,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,5,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,3,IRU,,,Yes,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,3,IRU,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Newyork,U-VERSE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Penselvaniya,WIRELINE,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
California,DTV,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Individual,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mobile Share,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Family Talk,1,,,,No,,,0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,Business,"Triple Play (IPTV, HSIA, Voip)",0,,
Texas,WIRELESS,,IR - Individual Regular,Open,Mixed,1,,,,No,,,0,,
